transaction_id,date,n_items,items
T02957,2025-04-20,2,"Bananas, Tomatoes"
T02958,2025-01-21,3,"Beer, Coffee, Sugar"
T02959,2025-01-16,6,"Bananas, Parmesan, Pasta, Sugar, Tea, Tomato Sauce"
T02960,2025-06-19,3,"Bananas, Parmesan, Wine"
T02961,2025-04-18,5,"Cheese, Eggs, Parmesan, Tea, Wine"
T02962,2025-05-09,2,"Coffee, Lettuce"
T02963,2025-04-10,4,"Baby Wipes, Cheese, Diapers, Salsa"
T02964,2025-03-01,4,"Baby Wipes, Bread, Diapers, Jam"
T02965,2025-06-19,4,"Milk, Rice, Sugar, Tea"
T02966,2025-05-29,3,"Bread, Butter, Jam"
T02967,2025-02-05,5,"Cheese, Garlic, Parmesan, Pasta, Tomato Sauce"
T02968,2025-03-12,3,"Cereal, Coffee, Milk"
T02969,2025-01-02,2,"Sugar, Tea"
T02970,2025-03-06,2,"Beer, Rice"
T02971,2025-01-13,5,"Coffee, Eggs, Milk, Sugar, Tomatoes"
T02972,2025-02-26,1,Rice
T02973,2025-05-07,1,Yogurt
T02974,2025-03-30,1,Tea
T02975,2025-06-28,2,"Cheese, Parmesan"
T02976,2025-06-12,3,"Cheese, Lettuce, Onions"
T02977,2025-04-27,4,"Baby Wipes, Diapers, Milk, Tea"
T02978,2025-04-27,4,"Cereal, Coffee, Eggs, Milk"
T02979,2025-04-26,1,Yogurt
T02980,2025-03-29,4,"Bread, Butter, Jam, Tea"
T02981,2025-01-30,5,"Baby Wipes, Chips, Diapers, Salsa, Soda"
T02982,2025-03-18,4,"Bananas, Cheese, Parmesan, Wine"
T02983,2025-06-22,2,"Cheese, Wine"
T02984,2025-05-28,1,Soda
T02985,2025-06-24,3,"Beer, Chips, Diapers"
T02986,2025-01-03,4,"Baby Wipes, Beer, Diapers, Lettuce"
T02987,2025-04-15,2,"Milk, Yogurt"
T02988,2025-04-27,2,"Chips, Salsa"
T02989,2025-04-07,1,Tea
T02990,2025-01-18,2,"Eggs, Milk"
T02991,2025-02-01,1,Rice
T02992,2025-01-09,4,"Garlic, Parmesan, Pasta, Tomato Sauce"
T02993,2025-02-28,2,"Baby Wipes, Diapers"
T02994,2025-04-07,5,"Bananas, Cereal, Chicken Breast, Milk, Onions"
T02995,2025-05-10,1,Yogurt
T02996,2025-04-08,4,"Chicken Breast, Garlic, Rice, Soda"
T02997,2025-06-11,4,"Bread, Butter, Jam, Soda"
T02998,2025-03-19,4,"Bread, Cheese, Chips, Salsa"
T02999,2025-02-03,2,"Cereal, Rice"
T03000,2025-03-25,2,"Beer, Wine"
